model,speaker_id,dialect,text,dimension,construct,order_label,A_guise,B_guise,choice_dia,choice_a,confidence
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,approachability,Warmth,DIAxCMN,DIA,CMN,1.0,1.0,3.2
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.4
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,friendliness,Warmth,CMNxDIA,CMN,DIA,0.2,0.8,2.2
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,friendliness,Warmth,DIAxCMN,DIA,CMN,0.8,0.8,2.8
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,likability,Warmth,CMNxDIA,CMN,DIA,0.6,0.4,2.0
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,likability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.4
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,JNN_019,JNN,动物会随季节变化换毛,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,approachability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,approachability,Warmth,DIAxCMN,DIA,CMN,0.8,0.8,3.2
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,2.8
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,educatedness,Ability,DIAxCMN,DIA,CMN,0.4,0.4,2.0
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,friendliness,Warmth,CMNxDIA,CMN,DIA,0.4,0.6,2.8
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,friendliness,Warmth,DIAxCMN,DIA,CMN,0.8,0.8,2.6
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,likability,Warmth,CMNxDIA,CMN,DIA,0.2,0.8,2.8
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,likability,Warmth,DIAxCMN,DIA,CMN,0.6,0.6,2.8
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,professionalism,Ability,CMNxDIA,CMN,DIA,0.4,0.6,3.6
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,JNN_019,JNN,有一只鹰在天上飞,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.8,0.8,2.0
qwen3.5,JNN_019,JNN,病人需要及时治疗,approachability,Warmth,CMNxDIA,CMN,DIA,0.6,0.4,3.0
qwen3.5,JNN_019,JNN,病人需要及时治疗,approachability,Warmth,DIAxCMN,DIA,CMN,0.2,0.2,3.0
qwen3.5,JNN_019,JNN,病人需要及时治疗,competence,Ability,CMNxDIA,CMN,DIA,0.8,0.2,2.8
qwen3.5,JNN_019,JNN,病人需要及时治疗,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,病人需要及时治疗,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,JNN_019,JNN,病人需要及时治疗,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,JNN_019,JNN,病人需要及时治疗,friendliness,Warmth,CMNxDIA,CMN,DIA,0.4,0.6,3.0
qwen3.5,JNN_019,JNN,病人需要及时治疗,friendliness,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,病人需要及时治疗,likability,Warmth,CMNxDIA,CMN,DIA,0.6,0.4,3.0
qwen3.5,JNN_019,JNN,病人需要及时治疗,likability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,病人需要及时治疗,professionalism,Ability,CMNxDIA,CMN,DIA,0.8,0.2,3.4
qwen3.5,JNN_019,JNN,病人需要及时治疗,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.8
qwen3.5,JNN_019,JNN,病人需要及时治疗,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.6,0.4,2.2
qwen3.5,JNN_019,JNN,病人需要及时治疗,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,这本书印制精良,approachability,Warmth,CMNxDIA,CMN,DIA,0.2,0.8,3.0
qwen3.5,JNN_019,JNN,这本书印制精良,approachability,Warmth,DIAxCMN,DIA,CMN,1.0,1.0,3.0
qwen3.5,JNN_019,JNN,这本书印制精良,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.4
qwen3.5,JNN_019,JNN,这本书印制精良,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.2
qwen3.5,JNN_019,JNN,这本书印制精良,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.2
qwen3.5,JNN_019,JNN,这本书印制精良,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,JNN_019,JNN,这本书印制精良,friendliness,Warmth,CMNxDIA,CMN,DIA,0.2,0.8,2.8
qwen3.5,JNN_019,JNN,这本书印制精良,friendliness,Warmth,DIAxCMN,DIA,CMN,0.4,0.4,2.8
qwen3.5,JNN_019,JNN,这本书印制精良,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,JNN_019,JNN,这本书印制精良,likability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,这本书印制精良,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,JNN_019,JNN,这本书印制精良,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,这本书印制精良,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,2.2
qwen3.5,JNN_019,JNN,这本书印制精良,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,2.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,approachability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,JNN_019,JNN,锅里的包子熟了,approachability,Warmth,DIAxCMN,DIA,CMN,0.8,0.8,3.2
qwen3.5,JNN_019,JNN,锅里的包子熟了,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.8
qwen3.5,JNN_019,JNN,锅里的包子熟了,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,friendliness,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,JNN_019,JNN,锅里的包子熟了,likability,Warmth,DIAxCMN,DIA,CMN,0.2,0.2,3.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,JNN_019,JNN,锅里的包子熟了,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,3.2
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,approachability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.2
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,approachability,Warmth,DIAxCMN,DIA,CMN,0.8,0.8,3.2
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.6
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,friendliness,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,likability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,JNN_019,JNN,阴天出门要带雨伞,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,JNN_019,JNN,面条在锅里煮着,approachability,Warmth,CMNxDIA,CMN,DIA,0.4,0.6,3.0
qwen3.5,JNN_019,JNN,面条在锅里煮着,approachability,Warmth,DIAxCMN,DIA,CMN,1.0,1.0,3.4
qwen3.5,JNN_019,JNN,面条在锅里煮着,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,JNN_019,JNN,面条在锅里煮着,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,面条在锅里煮着,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,2.8
qwen3.5,JNN_019,JNN,面条在锅里煮着,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,面条在锅里煮着,friendliness,Warmth,CMNxDIA,CMN,DIA,0.6,0.4,2.4
qwen3.5,JNN_019,JNN,面条在锅里煮着,friendliness,Warmth,DIAxCMN,DIA,CMN,1.0,1.0,2.8
qwen3.5,JNN_019,JNN,面条在锅里煮着,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,JNN_019,JNN,面条在锅里煮着,likability,Warmth,DIAxCMN,DIA,CMN,1.0,1.0,2.8
qwen3.5,JNN_019,JNN,面条在锅里煮着,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,JNN_019,JNN,面条在锅里煮着,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,JNN_019,JNN,面条在锅里煮着,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,JNN_019,JNN,面条在锅里煮着,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,2.0
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,approachability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,approachability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,friendliness,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.2
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,likability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.8
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,3.2
qwen3.5,TYN_001,TYN,儿童需要悉心抚养,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,3.2
qwen3.5,TYN_001,TYN,农民在山坡上种了树,approachability,Warmth,CMNxDIA,CMN,DIA,0.8,0.2,3.2
qwen3.5,TYN_001,TYN,农民在山坡上种了树,approachability,Warmth,DIAxCMN,DIA,CMN,0.4,0.4,3.2
qwen3.5,TYN_001,TYN,农民在山坡上种了树,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,农民在山坡上种了树,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,TYN_001,TYN,农民在山坡上种了树,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,农民在山坡上种了树,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,TYN_001,TYN,农民在山坡上种了树,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,TYN_001,TYN,农民在山坡上种了树,friendliness,Warmth,DIAxCMN,DIA,CMN,0.2,0.2,3.0
qwen3.5,TYN_001,TYN,农民在山坡上种了树,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,TYN_001,TYN,农民在山坡上种了树,likability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,TYN_001,TYN,农民在山坡上种了树,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,农民在山坡上种了树,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,TYN_001,TYN,农民在山坡上种了树,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,3.4
qwen3.5,TYN_001,TYN,农民在山坡上种了树,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,approachability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,approachability,Warmth,DIAxCMN,DIA,CMN,0.6,0.6,3.0
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,competence,Ability,DIAxCMN,DIA,CMN,0.2,0.2,3.4
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,2.8
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.4
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,friendliness,Warmth,DIAxCMN,DIA,CMN,0.4,0.4,3.0
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.2
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,likability,Warmth,DIAxCMN,DIA,CMN,0.4,0.4,2.4
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,professionalism,Ability,CMNxDIA,CMN,DIA,0.2,0.8,4.0
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,TYN_001,TYN,动物会随季节变化换毛,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.2,0.2,2.2
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,approachability,Warmth,CMNxDIA,CMN,DIA,0.2,0.8,3.6
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,approachability,Warmth,DIAxCMN,DIA,CMN,0.6,0.6,3.0
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,2.4
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,educatedness,Ability,DIAxCMN,DIA,CMN,0.2,0.2,2.4
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,friendliness,Warmth,DIAxCMN,DIA,CMN,1.0,1.0,2.8
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,likability,Warmth,CMNxDIA,CMN,DIA,1.0,0.0,2.8
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,likability,Warmth,DIAxCMN,DIA,CMN,0.4,0.4,2.8
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.2
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,TYN_001,TYN,有一只鹰在天上飞,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,2.6
qwen3.5,TYN_001,TYN,病人需要及时治疗,approachability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,病人需要及时治疗,approachability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,TYN_001,TYN,病人需要及时治疗,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,病人需要及时治疗,competence,Ability,DIAxCMN,DIA,CMN,0.4,0.4,3.2
qwen3.5,TYN_001,TYN,病人需要及时治疗,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,TYN_001,TYN,病人需要及时治疗,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,2.4
qwen3.5,TYN_001,TYN,病人需要及时治疗,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,病人需要及时治疗,friendliness,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,TYN_001,TYN,病人需要及时治疗,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,TYN_001,TYN,病人需要及时治疗,likability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,TYN_001,TYN,病人需要及时治疗,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,病人需要及时治疗,professionalism,Ability,DIAxCMN,DIA,CMN,0.2,0.2,3.2
qwen3.5,TYN_001,TYN,病人需要及时治疗,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,3.2
qwen3.5,TYN_001,TYN,病人需要及时治疗,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.6,0.6,2.2
qwen3.5,TYN_001,TYN,这本书印制精良,approachability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,这本书印制精良,approachability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,TYN_001,TYN,这本书印制精良,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,这本书印制精良,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,TYN_001,TYN,这本书印制精良,educatedness,Ability,CMNxDIA,CMN,DIA,0.8,0.2,3.0
qwen3.5,TYN_001,TYN,这本书印制精良,educatedness,Ability,DIAxCMN,DIA,CMN,1.0,1.0,2.2
qwen3.5,TYN_001,TYN,这本书印制精良,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,TYN_001,TYN,这本书印制精良,friendliness,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.6
qwen3.5,TYN_001,TYN,这本书印制精良,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,TYN_001,TYN,这本书印制精良,likability,Warmth,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,TYN_001,TYN,这本书印制精良,professionalism,Ability,CMNxDIA,CMN,DIA,0.4,0.6,4.0
qwen3.5,TYN_001,TYN,这本书印制精良,professionalism,Ability,DIAxCMN,DIA,CMN,0.4,0.4,3.8
qwen3.5,TYN_001,TYN,这本书印制精良,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,TYN_001,TYN,这本书印制精良,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,2.6
qwen3.5,TYN_001,TYN,锅里的包子熟了,approachability,Warmth,CMNxDIA,CMN,DIA,0.6,0.4,3.4
qwen3.5,TYN_001,TYN,锅里的包子熟了,approachability,Warmth,DIAxCMN,DIA,CMN,1.0,1.0,3.2
qwen3.5,TYN_001,TYN,锅里的包子熟了,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,TYN_001,TYN,锅里的包子熟了,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,TYN_001,TYN,锅里的包子熟了,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,TYN_001,TYN,锅里的包子熟了,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,2.6
qwen3.5,TYN_001,TYN,锅里的包子熟了,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.2
qwen3.5,TYN_001,TYN,锅里的包子熟了,friendliness,Warmth,DIAxCMN,DIA,CMN,1.0,1.0,3.0
qwen3.5,TYN_001,TYN,锅里的包子熟了,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,TYN_001,TYN,锅里的包子熟了,likability,Warmth,DIAxCMN,DIA,CMN,0.4,0.4,3.0
qwen3.5,TYN_001,TYN,锅里的包子熟了,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,锅里的包子熟了,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,4.0
qwen3.5,TYN_001,TYN,锅里的包子熟了,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,2.0
qwen3.5,TYN_001,TYN,锅里的包子熟了,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.0,0.0,2.0
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,approachability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,approachability,Warmth,DIAxCMN,DIA,CMN,1.0,1.0,3.0
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,competence,Ability,DIAxCMN,DIA,CMN,0.2,0.2,2.6
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,2.4
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,friendliness,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,3.0
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,friendliness,Warmth,DIAxCMN,DIA,CMN,0.6,0.6,2.8
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,likability,Warmth,CMNxDIA,CMN,DIA,0.0,1.0,2.8
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,likability,Warmth,DIAxCMN,DIA,CMN,0.2,0.2,2.2
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,professionalism,Ability,CMNxDIA,CMN,DIA,0.0,1.0,4.0
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,professionalism,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.0
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,trustworthiness,Trust,CMNxDIA,CMN,DIA,0.0,1.0,2.6
qwen3.5,TYN_001,TYN,阴天出门要带雨伞,trustworthiness,Trust,DIAxCMN,DIA,CMN,0.4,0.4,2.0
qwen3.5,TYN_001,TYN,面条在锅里煮着,approachability,Warmth,CMNxDIA,CMN,DIA,0.2,0.8,3.0
qwen3.5,TYN_001,TYN,面条在锅里煮着,approachability,Warmth,DIAxCMN,DIA,CMN,0.4,0.4,3.0
qwen3.5,TYN_001,TYN,面条在锅里煮着,competence,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.8
qwen3.5,TYN_001,TYN,面条在锅里煮着,competence,Ability,DIAxCMN,DIA,CMN,0.0,0.0,3.4
qwen3.5,TYN_001,TYN,面条在锅里煮着,educatedness,Ability,CMNxDIA,CMN,DIA,0.0,1.0,3.6
qwen3.5,TYN_001,TYN,面条在锅里煮着,educatedness,Ability,DIAxCMN,DIA,CMN,0.0,0.0,2.8
